price
324900.0
883900.0
858100.0
848500.0
794100.0
739800.0
751500.0
683100.0
663100.0
646900.0
598100.0
608400.0
610100.0
807138.0
546000.0
543800.0
540000.0
510300.0
500800.0
480800.0
476700.0
479400.0
572800.0
458000.0
426300.0
347000.0
571100.0
923100.0
753200.0
548200.0
651400.0
546200.0
543700.0
546700.0
506600.0
474800.0
417700.0
555200.0
633100.0
1061400.0
831700.0
836600.0
778700.0
745800.0
677700.0
644000.0
581700.0
612900.0
436400.0
542300.0
554300.0
625500.0
571900.0
541900.0
549400.0
577600.0
602700.0
667100.0
656700.0
707100.0
892700.0
865000.0
596900.0
843700.0
783000.0
756500.0
686100.0
464700.0
449800.0
435000.0
599200.0
577250.0
638200.0
860100.0
1099000.0
1178400.0
855000.0
822600.0
615600.0
628300.0
476500.0
573500.0
469300.0
458500.0
564200.0
657500.0
1002800.0
625300.0
666900.0
538900.0
603500.0
527400.0
484600.0
448600.0
617300.0
626700.0
742700.0
798600.0
1183500.0
638200.0
796800.0
465600.0
551900.0
609000.0
640500.0
1458500.0
571600.0
808100.0
823900.0
889200.0
568800.0
1383400.0
620600.0
575400.0
564600.0
479000.0
439600.0
418500.0
981900.0
813100.0
660300.0
608100.0
613800.0
697900.0
568500.0
535700.0
548200.0
486500.0
599400.0
592500.0
616200.0
688700.0
741300.0
894800.0
713100.0
765200.0
1148300.0
664000.0
492800.0
603300.0
461100.0
603400.0
590100.0
850400.0
503500.0
557200.0
638700.0
693900.0
725300.0
785000.0
688000.0
669500.0
644700.0
556900.0
590900.0
523800.0
594200.0
687100.0
762000.0
703200.0
907000.0
617800.0
594800.0
439100.0
426200.0
670500.0
482600.0
523000.0
1126000.0
792600.0
783600.0
722100.0
633900.0
475900.0
415100.0
545700.0
441400.0
616100.0
665300.0
645100.0
608400.0
861300.0
