price
705700.0
403000.0
756000.0
555500.0
519800.0
510500.0
362500.0
445100.0
746700.0
843800.0
747000.0
676000.0
679000.0
587000.0
505700.0
448600.0
409000.0
424200.0
783100.0
954300.0
469100.0
433100.0
428300.0
506200.0
575300.0
370600.0
852900.0
427700.0
635500.0
460000.0
502800.0
531200.0
601500.0
639000.0
623200.0
662800.0
730600.0
790100.0
949500.0
1524300.0
1011400.0
416800.0
384500.0
434900.0
422200.0
471300.0
493400.0
555000.0
562300.0
627700.0
741600.0
810800.0
959300.0
365600.0
388100.0
473800.0
437300.0
461100.0
386100.0
511500.0
532600.0
548200.0
653900.0
686700.0
828800.0
1206400.0
403800.0
463900.0
478200.0
512900.0
568900.0
585400.0
586400.0
1001700.0
839500.0
811500.0
737500.0
715700.0
677500.0
516000.0
443000.0
640700.0
658200.0
381400.0
1368700.0
317400.0
436100.0
495400.0
520300.0
576100.0
660200.0
656300.0
673600.0
679500.0
689700.0
741200.0
920900.0
1154200.0
583700.0
383600.0
386500.0
436100.0
486400.0
515300.0
556100.0
737200.0
754700.0
342900.0
584900.0
760700.0
732800.0
709800.0
684700.0
517700.0
576400.0
566800.0
543200.0
486800.0
674000.0
775100.0
974500.0
845100.0
2586100.0
809300.0
675400.0
433400.0
445700.0
555100.0
610800.0
605700.0
642000.0
659600.0
668200.0
672500.0
734600.0
703300.0
599700.0
691800.0
340400.0
679900.0
610700.0
687800.0
574200.0
364700.0
388600.0
437500.0
444300.0
441900.0
536010.0
989900.0
1019000.0
867000.0
412000.0
399400.0
573500.0
611050.0
891100.0
378300.0
1216400.0
708600.0
606800.0
430400.0
438500.0
464900.0
497600.0
553600.0
1385300.0
677700.0
656200.0
561500.0
523400.0
519100.0
413600.0
393800.0
553100.0
614500.0
628300.0
772900.0
545100.0
532300.0
496000.0
587600.0
475200.0
461100.0
533500.0
556200.0
574400.0
596600.0
652500.0
753200.0
457400.0
407900.0
348650.0
416100.0
402600.0
576500.0
630800.0
668500.0
696300.0
472000.0
524100.0
765200.0
948300.0
439700.0
1100400.0
463600.0
511800.0
712700.0
734500.0
870810.0
954900.0
820900.0
530600.0
488900.0
477700.0
550500.0
433200.0
481500.0
397500.0
580300.0
398800.0
620500.0
455300.0
1321300.0
907200.0
859700.0
443900.0
620200.0
477700.0
456000.0
445800.0
509300.0
384000.0
